kennel,animalid,jurisdiction,intype,insubtype,indate,surreason,outtype,outsubtype,outdate,animaltype,sex,bites,petsize,color,breed,sourcezipcode,ObjectId
NF1,A697815,40210,CONFISCATE,NEGLECT,2021-08-16 00:00:00,UNKNOWN,ADOPTION,WALK IN,2021-08-31 00:00:00,CAT,S,N,SMALL,WHITE / GRAY,DOMESTIC SH,40218,7014
BARN,A697837,40210,CONFISCATE,NEGLECT,2021-08-16 00:00:00,UNKNOWN,FOSTER,VACATION,2021-08-21 00:00:00,OTHER,F,N,SMALL,PINK,RAT,40218,7015
N43,A698011,40214,CONFISCATE,NEGLECT,2021-08-18 00:00:00,CRUELTY,ADOPTION,WALK IN,2021-09-12 00:00:00,CAT,N,N,LARGE,BLACK / WHITE,DOMESTIC SH,40218,7016
FOUND,A711041,,FOUND,WEB,2022-02-28 00:00:00,,,,,DOG,,,SMALL,BLACK,GERM SH POINT,,7017
K103B,A667922,40219,STRAY,OTC,2021-05-21 00:00:00,STRAY,TRANSFER,RESCUE GRP,2021-06-05 00:00:00,DOG,S,Y,SMALL,TRICOLOR,COCKER SPAN / BRITTANY,40219,7018
N14,A698507,40207,STRAY,FIELD,2021-08-23 00:00:00,STRAY,ADOPTION,WALK IN,2021-09-07 00:00:00,DOG,S,N,MED,BL BRINDLE / WHITE,PIT BULL,40211,7019
DW09,A699281,40229,STRAY,OTC,2021-09-01 00:00:00,STRAY,RTO,IN KENNEL,2021-09-09 00:00:00,DOG,S,N,SMALL,WHITE,MALTESE / MIX,40229,7020
TNR/SNR,A699769,40215,STRAY,OTC,2021-09-08 00:00:00,STRAY,SNR,,2021-09-09 00:00:00,CAT,N,N,MED,BLACK / WHITE,DOMESTIC SH,40214,7021
ID01,A700286,40229,STRAY,OTC,2021-11-05 00:00:00,STRAY,RTO,,2021-11-10 00:00:00,DOG,S,N,SMALL,BROWN / WHITE,BEAGLE,40219,7022
NF1,A700376,40218,STRAY,OTC,2021-09-13 00:00:00,STRAY,ADOPTION,THIRDPARTY,2021-09-28 00:00:00,CAT,S,N,MED,GRAY / WHITE,DOMESTIC SH,40229,7023
N18,A708850,40228,RETURN,ADOPTION,2022-06-03 00:00:00,RESPONSIBL,ADOPTION,WALK IN,2022-07-15 00:00:00,DOG,N,N,LARGE,RED,STAFFORDSHIRE,40228,7024
N34,A709064,40212,STRAY,OTC,2022-02-08 00:00:00,STRAY,TRANSFER,KHS,2022-03-02 00:00:00,DOG,N,N,PUPPY,WHITE / BROWN,PIT BULL / MIX,40212,7025
FOUND,A709124,,FOUND,WEB,2022-02-10 00:00:00,,,,,DOG,F,,MED,BROWN,PIT BULL,,7026
TNR/SNR,A709326,40204,STRAY,OTC,2022-02-14 00:00:00,STRAY,SNR,,2022-02-16 00:00:00,CAT,N,N,LARGE,ORG TABBY,DOMESTIC SH,40208,7027
K103,A691656,40218,STRAY,FIELD,2021-04-24 00:00:00,STRAY,TRANSFER,RESCUE GRP,2021-05-03 00:00:00,DOG,N,N,PUPPY,WHITE / BROWN,JACK RUSS TER,40212,7028
ACO UNIT,A691739,40214,STRAY,FIELD,2021-04-27 00:00:00,INJURED,EUTH,INHUMANE,2021-04-27 00:00:00,CAT,M,N,MED,ORANGE,DOMESTIC SH,40214,7029
N19,A691747,40205,STRAY,OTC,2021-04-26 00:00:00,STRAY,ADOPTION,FACEBOOK,2021-05-05 00:00:00,DOG,N,N,MED,TAN / WHITE,PIT BULL,40208,7030
907,A691826,40272,STRAY,OTC,2021-04-29 00:00:00,STRAY,RTO,IN KENNEL,2021-04-30 00:00:00,DOG,S,N,LARGE,BR BRINDLE,BOXER,40215,7031
LOST,A692017,,LOST,WEB,2021-05-03 00:00:00,,,,,CAT,F,,SMALL,UNKNOWN,AMER SH,40219,7032
DW09,A692056,40212,STRAY,OTC,2021-05-04 00:00:00,STRAY,RTO,IN KENNEL,2021-05-10 00:00:00,DOG,F,N,SMALL,TRICOLOR,RAT TERRIER / MIX,40203,7033
N38,A692186,40229,STRAY,OTC,2021-05-07 00:00:00,STRAY,ADOPTION,INTERNET,2021-05-11 00:00:00,CAT,S,N,KITTN,TORTIE / MUTED,DOMESTIC SH,40229,7034
C131,A706989,40213,STRAY,OTC,2021-12-11 00:00:00,STRAY,TRANSFER,KHS,2021-12-14 00:00:00,CAT,M,N,SMALL,ORG TABBY,DOMESTIC SH,40213,7035
LOST,A707218,,LOST,WEB,2021-12-03 00:00:00,,,,,CAT,M,,SMALL,UNKNOWN,DOMESTIC SH,,7036
INTAKE,A707291,40219,STRAY,OTC,2021-12-20 00:00:00,STRAY,EUTH,INHUMANE,2021-12-20 00:00:00,DOG,M,N,LARGE,BROWN,PIT BULL / MIX,40212,7037
LOST,A707463,,LOST,WEB,2021-12-12 00:00:00,,,,,DOG,F,,,UNKNOWN,COLLIE SMOOTH,,7038
C122,A693563,40229,STRAY,OTC,2021-06-11 00:00:00,STRAY,SNR,,2021-07-04 00:00:00,CAT,N,N,MED,BLACK,DOMESTIC SH,40291,7039
C224,A693601,40214,STRAY,OTC,2021-06-12 00:00:00,STRAY,FOSTER,,2021-06-19 00:00:00,CAT,N,Y,KITTN,BLACK,DOMESTIC SH,40214,7040
N49,A693741,40218,STRAY,OTC,2021-06-15 00:00:00,ABANDON,ADOPTION,WALK IN,2021-06-20 00:00:00,CAT,N,N,KITTN,ORG TABBY,DOMESTIC MH,40218,7041
NF2,A693742,40218,STRAY,OTC,2021-06-15 00:00:00,ABANDON,ADOPTION,WALK IN,2021-06-25 00:00:00,CAT,N,N,KITTN,ORG TABBY,DOMESTIC MH,40218,7042
N31,A705003,40220,STRAY,OTC,2021-11-08 00:00:00,STRAY,ADOPTION,FRIEND,2021-11-17 00:00:00,DOG,N,N,PUPPY,BLACK,LABRADOR RETR / MIX,40220,7043
TNR/SNR,A705859,40272,STRAY,OTC,2021-11-18 00:00:00,STRAY,SNR,,2021-11-24 00:00:00,CAT,N,N,MED,BRN TABBY,DOMESTIC SH,40272,7044
LOST,A705554,,LOST,WEB,2021-11-09 00:00:00,,,,,CAT,F,,MED,UNKNOWN,AMER SH,,7045
FREEZER,A701774,40218,DISPOSAL,STRAY,2021-09-27 00:00:00,DOA,DISPOSAL,DEAD ARRIV,2021-10-02 00:00:00,CAT,M,N,LARGE,BLACK,DOMESTIC SH,40218,7046
TNR/SNR,A699711,40214,STRAY,OTC,2021-09-07 00:00:00,STRAY,SNR,,2021-09-23 00:00:00,CAT,N,N,MED,ORG TABBY,DOMESTIC SH,40214,7047
N42,A702128,40229,STRAY,FIELD,2021-10-01 00:00:00,STRAY,ADOPTION,WALK IN,2021-10-14 00:00:00,CAT,N,N,LARGE,ORANGE / WHITE,DOMESTIC SH,40219,7048
TNR/SNR,A699753,40215,STRAY,OTC,2021-09-08 00:00:00,STRAY,SNR,,2021-09-10 00:00:00,CAT,S,N,MED,CALICO,DOMESTIC SH,40219,7049
TNR/SNR,A705860,40272,STRAY,OTC,2021-11-18 00:00:00,STRAY,SNR,,2021-11-24 00:00:00,CAT,S,N,MED,CALICO,DOMESTIC SH,40272,7050
N29,A702163,40218,FOSTER,RETURN,2021-10-13 00:00:00,FOSTER RET,ADOPTION,FRIEND,2021-10-14 00:00:00,DOG,S,N,SMALL,RED,MIN PINSCHER,40228,7051
N40,A699759,40210,STRAY,OTC,2021-09-08 00:00:00,STRAY,ADOPTION,WALK IN,2021-09-16 00:00:00,CAT,N,N,KITTN,BLACK / WHITE,DOMESTIC SH,40213,7052
K101B,A705661,40204,STRAY,OTC,2021-11-13 00:00:00,STRAY,TRANSFER,RESCUE GRP,2021-11-19 00:00:00,DOG,N,N,MED,GRAY,POODLE MIN,40109,7053
N15,A705866,40229,OWNER SUR,OTC,2021-11-18 00:00:00,RESPONSIBL,ADOPTION,WALK IN,2021-11-21 00:00:00,DOG,N,N,PUPPY,WHITE / BRN MERLE,POINTER / MIX,40229,7054
LOST,A702183,,LOST,WEB,2021-10-03 00:00:00,,,,,DOG,M,,MED,UNKNOWN,CHINESE SHARPEI,,7055
N29,A700285,40208,STRAY,OTC,2021-09-10 00:00:00,ABANDON,ADOPTION,WALK IN,2021-09-18 00:00:00,DOG,S,N,PUPPY,BLACK / BROWN,LABRADOR RETR / MIX,40206,7056
LOST,A703078,,LOST,WEB,2021-09-16 00:00:00,,,,,LIVESTOCK,F,,,UNKNOWN,,,7057
NF1,A705912,40213,FOSTER,RETURN,2022-01-14 00:00:00,STRAY,ADOPTION,WALK IN,2022-01-14 00:00:00,CAT,S,N,KITTN,TORTIE,DOMESTIC SH,40299,7058
FOUND,A702231,,FOUND,WEB,2021-10-04 00:00:00,,,,,DOG,F,,LARGE,BLACK / BROWN,PLOTT HOUND,,7059
LOST,A700326,,LOST,WEB,2021-09-10 00:00:00,,,,,DOG,F,,SMALL,UNKNOWN,YORKSHIRE TERR,40203,7060
FOUND,A703282,,FOUND,WEB,2021-10-24 00:00:00,,,,,DOG,M,,MED,BROWN / UNKNOWN,EURASIER,,7061
LOST,A703041,,LOST,WEB,2021-10-15 00:00:00,,,,,DOG,M,,SMALL,UNKNOWN,DACHSHUND,,7062
FOUND,A703212,,FOUND,WEB,2021-10-21 00:00:00,,,,,DOG,M,,LARGE,UNKNOWN / BROWN,GOLDEN RETR,40217,7063
906,A702395,40208,STRAY,OTC,2021-10-06 00:00:00,STRAY,TRANSFER,RESCUE GRP,2021-10-25 00:00:00,DOG,S,N,LARGE,BLACK / BROWN,GERM SHEPHERD / MIX,47119,7064
FOSTER,A703222,40204,STRAY,OTC,2021-10-22 00:00:00,STRAY,FOSTER,STRAY,2021-10-22 00:00:00,DOG,N,N,LARGE,RED,COLLIE SMOOTH / MIX,40217,7065
LOST,A700412,,LOST,WEB,2021-09-13 00:00:00,,,,,DOG,F,,LARGE,UNKNOWN,GERMAN PINSCHER,40219,7066
TNR/SNR,A702410,40272,STRAY,OTC,2021-10-06 00:00:00,STRAY,SNR,,2021-10-08 00:00:00,CAT,N,N,SMALL,BLACK / WHITE,DOMESTIC SH,40272,7067
ID04,A682477,40203,STRAY,OTC,2022-06-15 00:00:00,STRAY,RTO,IN KENNEL,2022-06-24 00:00:00,DOG,N,N,LARGE,BR BRINDLE / WHITE,PIT BULL,40217,7068
NP,A703222,40204,FOSTER,RETURN,2021-10-29 00:00:00,FOSTER RET,ADOPTION,FOSTER,2021-10-29 00:00:00,DOG,N,N,LARGE,RED,COLLIE SMOOTH / MIX,40217,7069
FOSTER,A702517,40258,STRAY,OTC,2021-10-08 00:00:00,STRAY,FOSTER,TOO YOUNG,2021-10-09 00:00:00,CAT,S,N,KITTN,GRAY / WHITE,DOMESTIC SH,40228,7070
TNR/SNR,A699315,40218,STRAY,OTC,2021-09-03 00:00:00,STRAY,SNR,,2021-09-08 00:00:00,CAT,N,N,MED,ORG TABBY,DOMESTIC SH,40218,7071
C122,A700434,40216,STRAY,FIELD,2021-09-14 00:00:00,STRAY,SNR,,2021-10-03 00:00:00,CAT,N,N,MED,ORG TABBY,DOMESTIC SH,40216,7072
TNR/SNR,A703256,40118,STRAY,OTC,2021-10-23 00:00:00,STRAY,SNR,,2021-10-28 00:00:00,CAT,N,N,LARGE,GRAY,DOMESTIC SH,40118,7073
FOSTER,A702517,40258,FOSTER,RETURN,2021-11-20 00:00:00,STRAY,ADOPTION,WALK IN,2021-11-20 00:00:00,CAT,S,N,KITTN,GRAY / WHITE,DOMESTIC SH,40291,7074
FOUND,A699787,,FOUND,WEB,2021-09-08 00:00:00,,,,,DOG,M,,MED,BLACK / WHITE,POINTER,40207,7075
604,A700530,40214,STRAY,FIELD,2025-02-23 00:00:00,OWNER DIED,ADOPTION,INTERNET,2025-03-11 00:00:00,DOG,S,N,MED,BR BRINDLE,BOXER,40217,7076
TNR/SNR,A703743,40216,STRAY,OTC,2021-10-26 00:00:00,STRAY,SNR,,2021-11-12 00:00:00,CAT,S,N,MED,BLACK / WHITE,DOMESTIC SH,40216,7077
VET,A691719,40223,STRAY,FIELD,2021-04-26 00:00:00,STRAY,TRANSFER,RESCUE GRP,2021-08-26 00:00:00,CAT,S,N,MED,CALICO / WHITE,DOMESTIC SH,40223,7078
LOST,A700373,,LOST,WEB,2021-09-03 00:00:00,,,,,CAT,F,,MED,UNKNOWN,AMER SH,40272,7079
307,A708851,40210,STRAY,OTC,2022-02-04 00:00:00,STRAY,TRANSPORT,RESCUE GRP,2022-02-19 00:00:00,DOG,N,N,MED,BLUE MERLE,AUST CATTLE DOG / MIX,40210,7080
LOST,A703783,,LOST,WEB,2021-10-22 00:00:00,,,,,DOG,M,,MED,UNKNOWN,DOBERMAN PINSCH,,7081
TNR/SNR,A691745,40216,STRAY,OTC,2021-04-27 00:00:00,STRAY,SNR,,2021-04-30 00:00:00,CAT,N,N,MED,BRN TABBY,DOMESTIC SH,40216,7082
K103,A700386,40220,STRAY,OTC,2021-09-13 00:00:00,STRAY,TRANSFER,RESCUE GRP,2021-09-29 00:00:00,DOG,N,N,SMALL,GRAY,SILKY TERRIER,40220,7083
C301,A690081,40212,STRAY,OTC,2021-03-13 00:00:00,STRAY,SNR,,2021-04-09 00:00:00,CAT,N,N,LARGE,WHITE / BLACK,DOMESTIC SH,40212,7084
FOSTER,A703864,40214,STRAY,OTC,2021-10-28 00:00:00,STRAY,FOSTER,STRAY,2021-10-31 00:00:00,GUINEA PIG,U,N,SMALL,TRICOLOR,GUINEA PIG,40214,7085
N34,A691783,40218,RETURN,ADOPTION,2021-05-27 00:00:00,CHILD PROB,ADOPTION,WALK IN,2021-06-03 00:00:00,DOG,N,Y,LARGE,BR BRINDLE,DUTCH SHEPHERD / MIX,40218,7086
ID09,A681166,40210,STRAY,FIELD,2022-06-18 00:00:00,ABANDON,EUTH,BEHAV OBSV,2022-06-29 00:00:00,DOG,M,Y,MED,BLACK / WHITE,PIT BULL,40212,7087
SNIP,A704772,40272,STRAY,OTC,2022-02-21 00:00:00,STRAY,TNR,CARETAKER,2022-02-23 00:00:00,CAT,U,N,MED,BLACK,DOMESTIC SH,40272,7088
N19,A703932,40299,STRAY,OTC,2021-10-30 00:00:00,STRAY,ADOPTION,WALK IN,2021-11-10 00:00:00,DOG,N,N,PUPPY,BLACK,GERM SHEPHERD / MIX,40243,7089
407,A691836,40203,STRAY,FIELD,2024-07-08 00:00:00,STRAY,RTO,IN KENNEL,2024-07-09 00:00:00,DOG,N,N,MED,BLACK / WHITE,BEAGLE,40218,7090
K108B,A696819,40228,STRAY,OTC,2021-08-03 00:00:00,STRAY,TRANSFER,RESCUE GRP,2021-08-20 00:00:00,DOG,N,N,TOY,BLACK / WHITE,SHIH TZU / MIX,40228,7091
103,A704997,40217,STRAY,OTC,2021-11-08 00:00:00,STRAY,FOSTER,MEDICAL,2021-12-21 00:00:00,DOG,N,N,X-LRG,RED / WHITE,PIT BULL / MIX,40229,7092
FOLLOWUP,A696823,40118,STRAY,OTC,2021-08-03 00:00:00,STRAY,SNR,,2021-08-05 00:00:00,CAT,N,N,KITTN,BROWN,DOMESTIC SH,40118,7093
SNIP,A704794,40272,STRAY,OTC,2022-02-21 00:00:00,STRAY,TNR,CARETAKER,2022-02-23 00:00:00,CAT,S,N,MED,BLACK,DOMESTIC SH,40272,7094
N35,A701531,40216,STRAY,FIELD,2021-09-21 00:00:00,STRAY,ADOPTION,INTERNET,2021-10-02 00:00:00,DOG,S,N,MED,BLUE / WHITE,PIT BULL,40216,7095
N08,A705006,40222,STRAY,OTC,2021-11-08 00:00:00,STRAY,ADOPTION,WALK IN,2021-11-19 00:00:00,DOG,N,N,PUPPY,BL BRINDLE,PLOTT HOUND / MIX,40204,7096
INTAKE,A704794,40220,STRAY,OTC,2022-03-14 00:00:00,STRAY,TNR,CARETAKER,2022-03-16 00:00:00,CAT,S,N,MED,BLACK,DOMESTIC SH,40220,7097
TNR/SNR,A696846,40229,STRAY,OTC,2021-08-03 00:00:00,STRAY,SNR,,2021-08-05 00:00:00,CAT,S,N,MED,CALICO,DOMESTIC SH,40291,7098
ACO UNIT,A701581,40214,STRAY,FIELD,2021-09-22 00:00:00,STRAY,EUTH,RABIESTEST,2021-09-22 00:00:00,OTHER,U,Y,SMALL,BROWN,BAT,40214,7099
LOST,A705085,,LOST,WEB,2021-11-09 00:00:00,,,,,CAT,F,,SMALL,UNKNOWN,AMER SH,,7100
INTAKE,A704881,40215,STRAY,OTC,2022-03-08 00:00:00,STRAY,TNR,CARETAKER,2022-03-10 00:00:00,CAT,N,N,MED,GRAY TABBY / WHITE,DOMESTIC SH,40215,7101
FOUND,A697618,,FOUND,WEB,2021-08-13 00:00:00,,,,,DOG,M,,MED,BLACK / BROWN,BOXER,40229,7102
NF2,A701594,40212,FOSTER,RETURN,2021-10-25 00:00:00,STRAY,ADOPTION,WALK IN,2021-10-29 00:00:00,CAT,S,N,KITTN,BRN TABBY / WHITE,DOMESTIC SH,40299,7103
N47,A705581,40214,STRAY,OTC,2021-11-11 00:00:00,STRAY,ADOPTION,WALK IN,2021-11-14 00:00:00,CAT,S,N,KITTN,GRAY TABBY / WHITE,DOMESTIC SH,40218,7104
INTAKE,A704962,40272,STRAY,OTC,2021-12-06 00:00:00,STRAY,TNR,CARETAKER,2021-12-08 00:00:00,CAT,N,N,MED,BLACK,DOMESTIC SH,40272,7105
FOLLOWUP,A698077,40272,STRAY,FIELD,2021-08-20 00:00:00,STRAY,SNR,,2021-08-25 00:00:00,CAT,N,N,KITTN,BLUE,DOMESTIC SH,40272,7106
N12,A701638,40219,STRAY,OTC,2021-09-23 00:00:00,STRAY,ADOPTION,WALK IN,2021-10-01 00:00:00,DOG,S,N,LARGE,WHITE,LABRADOR RETR / GREAT PYRENEES,40219,7107
TNR/SNR,A705634,40272,STRAY,OTC,2021-11-12 00:00:00,STRAY,SNR,,2021-11-17 00:00:00,CAT,S,N,MED,LILAC PT,SNOWSHOE / MIX,40272,7108
N30,A705563,40219,STRAY,OTC,2021-11-10 00:00:00,STRAY,ADOPTION,WALK IN,2021-11-17 00:00:00,DOG,N,N,PUPPY,BLACK / WHITE,MALTESE / MIX,40229,7109
TNR/SNR,A698160,40272,STRAY,OTC,2021-08-21 00:00:00,STRAY,SNR,,2021-08-27 00:00:00,CAT,N,N,KITTN,ORG TABBY,DOMESTIC SH,40272,7110
N04,A701659,40205,FOSTER,RETURN,2023-11-30 00:00:00,FOSTER RET,ADOPTION,FACEBOOK,2023-12-14 00:00:00,DOG,S,N,LARGE,BROWN,LABRADOR RETR,40205,7111
N38,A705676,40212,FOSTER,RETURN,2022-01-18 00:00:00,FOSTER RET,ADOPTION,WALK IN,2022-01-19 00:00:00,CAT,N,N,KITTN,ORG TABBY,DOMESTIC SH / MIX,40108,7112
TNR/SNR,A705902,40212,STRAY,OTC,2021-11-19 00:00:00,STRAY,SNR,,2021-11-24 00:00:00,CAT,N,N,LARGE,BLACK,DOMESTIC SH,40219,7113
N48,A685675,40272,FOSTER,RETURN,2021-01-05 00:00:00,FOSTER RET,ADOPTION,INTERNET,2021-01-06 00:00:00,CAT,N,N,KITTN,BRN TABBY,DOMESTIC SH,40272,7114
CW06,A701827,40223,STRAY,OTC,2021-09-28 00:00:00,STRAY,TRANSFER,KHS,2021-09-29 00:00:00,CAT,F,N,KITTN,GRAY TABBY / TORTIE,DOMESTIC SH,40291,7115
LOST,A705686,,LOST,WEB,2021-11-13 00:00:00,,,,,DOG,M,,,UNKNOWN,WELSH CORGI PEM,,7116
NP,A701076,40213,FOSTER,RETURN,2021-10-02 00:00:00,STRAY,ADOPTION,INTERNET,2021-10-02 00:00:00,DOG,S,N,PUPPY,TRICOLOR,BEAGLE / MIX,40219,7117
LOST,A705706,,LOST,WEB,2021-11-14 00:00:00,,,,,DOG,M,,LARGE,BLACK,LABRADOR RETR,,7118
N48,A685677,40272,FOSTER,RETURN,2021-01-05 00:00:00,FOSTER RET,ADOPTION,WALK IN,2021-01-05 00:00:00,CAT,S,N,KITTN,TORTIE,DOMESTIC SH,40272,7119
FOUND,A698556,,FOUND,WEB,2021-08-24 00:00:00,,,,,DOG,F,,MED,UNKNOWN / WHITE,GREYHOUND,40229,7120
602,A701994,40272,OWNER SUR,EUTH REQ,2021-09-30 00:00:00,CHILD PROB,EUTH,REQUESTED,2021-10-13 00:00:00,DOG,M,Y,MED,BL BRINDLE,AUST CATTLE DOG / LABRADOR RETR,40272,7121
NF2,A700661,40245,FOSTER,RETURN,2021-11-30 00:00:00,FOSTER RET,ADOPTION,INTERNET,2021-12-01 00:00:00,CAT,N,N,KITTN,BRN TABBY,DOMESTIC SH,40241,7122
VET,A698574,40258,STRAY,OTC,2021-08-26 00:00:00,STRAY,FOSTER,STRAY,2021-09-25 00:00:00,CAT,N,N,KITTN,GRAY TABBY,DOMESTIC SH,40218,7123
LOST,A701136,,LOST,WEB,2021-09-18 00:00:00,,,,,CAT,M,,,UNKNOWN,DOMESTIC SH,40272,7124
LOST,A702188,,LOST,WEB,2021-09-19 00:00:00,,,,,DOG,M,,,UNKNOWN,PIT BULL,,7125
C201,A701739,40211,STRAY,OTC,2021-09-24 00:00:00,STRAY,FOSTER,TOO YOUNG,2021-10-01 00:00:00,CAT,S,N,KITTN,CALICO,DOMESTIC SH,40219,7126
N18,A698802,40214,STRAY,OTC,2021-08-26 00:00:00,STRAY,ADOPTION,WALK IN,2021-09-04 00:00:00,DOG,S,N,MED,BLACK / WHITE,POINTER,40208,7127
LOST,A698505,,LOST,WEB,2021-08-22 00:00:00,,,,,CAT,M,,,UNKNOWN,AMER SH,40205,7128
C201,A701740,40211,STRAY,OTC,2021-09-24 00:00:00,STRAY,ADOPTION,FOSTER,2021-12-28 00:00:00,CAT,N,N,KITTN,WHITE / BRN TABBY,DOMESTIC SH,40219,7129
INTAKE,A700661,OUT OF COUNTY,RETURN,ADOPTION,2021-12-03 00:00:00,MOVE,ADOPTION,WALK IN,2021-12-03 00:00:00,CAT,N,N,KITTN,BRN TABBY,DOMESTIC SH,47630,7130
401,A698899,40242,STRAY,OTC,2021-08-28 00:00:00,STRAY,RTO,IN KENNEL,2021-08-29 00:00:00,DOG,S,N,MED,BLACK,LABRADOR RETR,40242,7131
ID09,A702621,40215,STRAY,OTC,2021-10-12 00:00:00,STRAY,ADOPTION,FACEBOOK,2021-10-27 00:00:00,DOG,N,N,LARGE,BROWN / BLACK,GERM SHEPHERD / MIX,40215,7132
N12,A701806,40213,FOSTER,RETURN,2021-10-14 00:00:00,FOSTER RET,ADOPTION,WALK IN,2021-10-16 00:00:00,DOG,N,N,PUPPY,BLACK / WHITE,LABRADOR RETR / MIX,40218,7133
FOUND,A700707,,FOUND,WEB,2021-09-13 00:00:00,,,,,DOG,M,,SMALL,BROWN / WHITE,SHIH TZU,40216,7134
TNR/SNR,A698958,40216,STRAY,FIELD,2021-08-30 00:00:00,STRAY,SNR,,2021-09-01 00:00:00,CAT,S,N,MED,GRAY,DOMESTIC SH,40216,7135
LOST,A702639,,LOST,WEB,2021-10-08 00:00:00,,,,,DOG,M,,,UNKNOWN,BOXER,,7136
NF2,A701877,40272,FOSTER,RETURN,2021-11-24 00:00:00,FOSTER RET,ADOPTION,WALK IN,2021-11-27 00:00:00,CAT,N,N,KITTN,BLACK / WHITE,DOMESTIC SH,40220,7137
N48,A701064,40215,STRAY,OTC,2021-09-17 00:00:00,STRAY,ADOPTION,WALK IN,2021-11-13 00:00:00,CAT,S,N,LARGE,BLACK / WHITE,DOMESTIC SH,40203,7138
DW17,A699206,40222,FOSTER,RETURN,2021-09-13 00:00:00,STRAY,ADOPTION,FOSTER,2021-09-13 00:00:00,DOG,N,N,LARGE,WHITE,GREAT PYRENEES,47106,7139
N04,A702729,40216,STRAY,FIELD,2023-07-01 00:00:00,STRAY,ADOPTION,WALK IN,2023-10-19 00:00:00,DOG,S,N,MED,TAN / WHITE,PIT BULL,40258,7140
K110B,A702156,40272,STRAY,OTC,2021-10-02 00:00:00,STRAY,TRANSPORT,RESCUE GRP,2021-10-09 00:00:00,DOG,F,N,MED,TAN / BROWN,BEAGLE / MIX,40216,7141
LOST,A701086,,LOST,WEB,2021-08-31 00:00:00,,,,,CAT,F,,,UNKNOWN,SIAMESE,40218,7142
K104B,A699328,40272,STRAY,OTC,2021-09-03 00:00:00,STRAY,TRANSFER,RESCUE GRP,2021-09-18 00:00:00,DOG,N,N,SMALL,WHITE / TAN,JACK RUSS TER / MIX,40272,7143
TNR/SNR,A702891,40219,STRAY,OTC,2021-10-15 00:00:00,STRAY,SNR,,2021-10-20 00:00:00,CAT,N,N,LARGE,GRAY TABBY / WHITE,DOMESTIC SH,40219,7144
N06,A702254,40212,STRAY,FIELD,2021-10-04 00:00:00,STRAY,ADOPTION,WALK IN,2021-10-31 00:00:00,DOG,S,N,LARGE,BR BRINDLE,LABRADOR RETR / BOXER,40218,7145
TNR/SNR,A701111,40219,STRAY,OTC,2021-09-18 00:00:00,STRAY,SNR,,2021-09-22 00:00:00,CAT,N,N,KITTN,BRN TABBY,DOMESTIC SH,40214,7146
C209,A699697,40215,STRAY,OTC,2021-09-07 00:00:00,STRAY,FOSTER,TOO YOUNG,2021-09-23 00:00:00,CAT,N,N,KITTN,BRN TABBY / WHITE,DOMESTIC SH,40215,7147
LOST,A702908,,LOST,WEB,2021-10-02 00:00:00,,,,,DOG,F,,LARGE,BLACK,LABRADOR RETR,,7148
FREEZER,A701130,40229,STRAY,OTC,2021-09-19 00:00:00,STRAY,EUTH,INHUMANE,2021-09-19 00:00:00,CAT,F,N,MED,BLACK,DOMESTIC SH,40229,7149
NF2,A702449,40214,FOSTER,RETURN,2021-11-22 00:00:00,STRAY,ADOPTION,INTERNET,2021-11-27 00:00:00,CAT,S,N,KITTN,ORG TABBY,DOMESTIC SH,40291,7150
NF2,A699783,40218,STRAY,OTC,2021-09-08 00:00:00,STRAY,ADOPTION,WALK IN,2021-09-12 00:00:00,CAT,S,N,KITTN,WHITE / BUFF,DOMESTIC SH,40218,7151
FOSTER,A703019,40214,STRAY,FIELD,2021-10-18 00:00:00,STRAY,FOSTER,TOO YOUNG,2021-10-22 00:00:00,CAT,N,N,KITTN,ORANGE / WHITE,DOMESTIC SH,40214,7152
N30,A702468,40218,OWNER SUR,FIELD,2021-10-07 00:00:00,WANTS OUT,ADOPTION,FRIEND,2021-10-19 00:00:00,DOG,N,N,SMALL,BR BRINDLE,BRUSS GRIFFON / PUG,40218,7153
LOST,A701140,,LOST,WEB,2021-09-18 00:00:00,,,,,BIRD,F,,SMALL,UNKNOWN,DOMESTIC,40218,7154
N32,A700285,40228,RETURN,ADOPTION,2021-09-29 00:00:00,DESTRUC IN,ADOPTION,WALK IN,2021-10-01 00:00:00,DOG,S,N,PUPPY,BLACK / BROWN,LABRADOR RETR / MIX,40228,7155
FOSTER,A703020,40214,STRAY,FIELD,2021-10-18 00:00:00,STRAY,FOSTER,TOO YOUNG,2021-10-22 00:00:00,CAT,S,N,KITTN,CREAM / APRICOT,DOMESTIC SH,40214,7156
N12,A702468,40208,RETURN,ADOPTION,2021-10-25 00:00:00,HOUSE SOIL,ADOPTION,WALK IN,2021-10-26 00:00:00,DOG,N,N,SMALL,BR BRINDLE,BRUSS GRIFFON / PUG,40208,7157
TNR/SNR,A701392,40210,STRAY,OTC,2021-09-20 00:00:00,STRAY,SNR,,2021-09-22 00:00:00,CAT,S,N,MED,BLUE PT,SIAMESE,40213,7158
NF2,A700377,40214,FOSTER,RETURN,2021-11-09 00:00:00,FOSTER RET,ADOPTION,WALK IN,2021-11-10 00:00:00,CAT,N,N,KITTN,BLACK,DOMESTIC SH,40108,7159
